Model,Curve,x,y
Logistic Regression,PR,0.90196078431372551,0.10000000000000001
Logistic Regression,PR,0.90196078431372551,0.10021786492374728
Logistic Regression,PR,0.90196078431372551,0.10043668122270742
Logistic Regression,PR,0.90196078431372551,0.10065645514223195
Logistic Regression,PR,0.90196078431372551,0.10087719298245613
Logistic Regression,PR,0.90196078431372551,0.1010989010989011
Logistic Regression,PR,0.90196078431372551,0.1013215859030837
Logistic Regression,PR,0.90196078431372551,0.10154525386313466
Logistic Regression,PR,0.90196078431372551,0.10176991150442478
Logistic Regression,PR,0.90196078431372551,0.10199556541019955
Logistic Regression,PR,0.90196078431372551,0.10222222222222223
Logistic Regression,PR,0.88235294117647056,0.10022271714922049
Logistic Regression,PR,0.88235294117647056,0.10044642857142858
Logistic Regression,PR,0.88235294117647056,0.10067114093959731
Logistic Regression,PR,0.88235294117647056,0.10089686098654709
Logistic Regression,PR,0.88235294117647056,0.10112359550561797
Logistic Regression,PR,0.88235294117647056,0.10135135135135136
Logistic Regression,PR,0.88235294117647056,0.10158013544018059
Logistic Regression,PR,0.88235294117647056,0.10180995475113122
Logistic Regression,PR,0.88235294117647056,0.10204081632653061
Logistic Regression,PR,0.88235294117647056,0.10227272727272728
Logistic Regression,PR,0.88235294117647056,0.10250569476082004
Logistic Regression,PR,0.88235294117647056,0.10273972602739725
Logistic Regression,PR,0.88235294117647056,0.10297482837528604
Logistic Regression,PR,0.88235294117647056,0.10321100917431193
Logistic Regression,PR,0.88235294117647056,0.10344827586206896
Logistic Regression,PR,0.88235294117647056,0.10368663594470046
Logistic Regression,PR,0.88235294117647056,0.10392609699769054
Logistic Regression,PR,0.88235294117647056,0.10416666666666667
Logistic Regression,PR,0.88235294117647056,0.10440835266821345
Logistic Regression,PR,0.86274509803921573,0.10232558139534884
Logistic Regression,PR,0.86274509803921573,0.10256410256410256
Logistic Regression,PR,0.86274509803921573,0.10280373831775701
Logistic Regression,PR,0.86274509803921573,0.10304449648711944
Logistic Regression,PR,0.86274509803921573,0.10328638497652583
Logistic Regression,PR,0.86274509803921573,0.10352941176470588
Logistic Regression,PR,0.86274509803921573,0.10377358490566038
Logistic Regression,PR,0.86274509803921573,0.10401891252955082
Logistic Regression,PR,0.86274509803921573,0.10426540284360189
Logistic Regression,PR,0.86274509803921573,0.10451306413301663
Logistic Regression,PR,0.86274509803921573,0.10476190476190476
Logistic Regression,PR,0.86274509803921573,0.10501193317422435
Logistic Regression,PR,0.86274509803921573,0.10526315789473684
Logistic Regression,PR,0.86274509803921573,0.10551558752997602
Logistic Regression,PR,0.86274509803921573,0.10576923076923077
Logistic Regression,PR,0.86274509803921573,0.10602409638554217
Logistic Regression,PR,0.86274509803921573,0.10628019323671498
Logistic Regression,PR,0.86274509803921573,0.10653753026634383
Logistic Regression,PR,0.86274509803921573,0.10679611650485436
Logistic Regression,PR,0.86274509803921573,0.1070559610705596
Logistic Regression,PR,0.86274509803921573,0.10731707317073171
Logistic Regression,PR,0.86274509803921573,0.10757946210268948
Logistic Regression,PR,0.86274509803921573,0.10784313725490197
Logistic Regression,PR,0.86274509803921573,0.10810810810810811
Logistic Regression,PR,0.86274509803921573,0.10837438423645321
Logistic Regression,PR,0.86274509803921573,0.10864197530864197
Logistic Regression,PR,0.86274509803921573,0.10891089108910891
Logistic Regression,PR,0.86274509803921573,0.10918114143920596
Logistic Regression,PR,0.86274509803921573,0.10945273631840796
Logistic Regression,PR,0.86274509803921573,0.10972568578553615
Logistic Regression,PR,0.86274509803921573,0.11
Logistic Regression,PR,0.86274509803921573,0.11027568922305764
Logistic Regression,PR,0.86274509803921573,0.11055276381909548
Logistic Regression,PR,0.84313725490196079,0.10831234256926953
Logistic Regression,PR,0.82352941176470584,0.10606060606060606
Logistic Regression,PR,0.82352941176470584,0.10632911392405063
Logistic Regression,PR,0.82352941176470584,0.1065989847715736
Logistic Regression,PR,0.82352941176470584,0.10687022900763359
Logistic Regression,PR,0.82352941176470584,0.10714285714285714
Logistic Regression,PR,0.82352941176470584,0.10741687979539642
Logistic Regression,PR,0.82352941176470584,0.1076923076923077
Logistic Regression,PR,0.80392156862745101,0.10539845758354756
Logistic Regression,PR,0.80392156862745101,0.1056701030927835
