File,Pixels,DPI,Mode,Compression,Size MB,PASS
Fig4_revision.tif,"(2250, 1500)","(300.0, 300.0)",RGB,tiff_lzw,0.2212066650390625,True
Fig5_revision.tif,"(2250, 1500)","(300.0, 300.0)",RGB,tiff_lzw,0.2077922821044922,True
Fig6_revision.tif,"(2250, 1950)","(300.0, 300.0)",RGB,tiff_lzw,0.23795509338378906,True
Fig7_revision.tif,"(2250, 1950)","(300.0, 300.0)",RGB,tiff_lzw,0.3130683898925781,True
alert_burden_recall.tif,"(2250, 1500)","(300.0, 300.0)",RGB,tiff_lzw,0.21340179443359375,True
