Resample,Model,ROC-AUC,PR-AUC,Recall,Precision,Brier Score,Positive count,Negative count,Precision zero division applied,Undefined metric reason
315,SVM,0.74382691007437463,0.19979241262380132,0,0,0.057461329306608251,51,725,True,No positive predictions; precision defined as zero
316,Logistic Regression,0.7896416497633536,0.23804553357849031,0.60784313725490191,0.17222222222222222,0.17860940540205211,51,725,False,none
316,Random Forest,0.76984448951994588,0.29053382327034416,0.17647058823529413,0.35999999999999999,0.062110953608247428,51,725,False,none
316,Gradient Boosting,0.7655713319810683,0.21009166558071157,0.35294117647058826,0.17821782178217821,0.10967632745861569,51,725,False,none
316,SVM,0.7127518593644353,0.20460748762905404,0,0,0.05851132402654418,51,725,True,No positive predictions; precision defined as zero
317,Logistic Regression,0.7469371196754564,0.17745667298042578,0.5490196078431373,0.17499999999999999,0.1715950586821583,51,725,False,none
317,Random Forest,0.7253279242731574,0.17851372303674273,0.058823529411764705,0.14999999999999999,0.0670694587628866,51,725,False,none
317,Gradient Boosting,0.74954699121027724,0.25267942629293222,0.39215686274509803,0.21739130434782608,0.10524908399085169,51,725,False,none
317,SVM,0.6601217038539553,0.13610223238117358,0,0,0.059713090640223905,51,725,True,No positive predictions; precision defined as zero
318,Logistic Regression,0.76827586206896559,0.22003072652809566,0.58823529411764708,0.18867924528301888,0.16699074243596621,51,725,False,none
318,Random Forest,0.72077079107505071,0.3048321458342419,0.21568627450980393,0.37931034482758619,0.064789432989690712,51,725,False,none
318,Gradient Boosting,0.76462474645030432,0.32211621623013958,0.41176470588235292,0.23333333333333334,0.10074471858758993,51,725,False,none
318,SVM,0.65333333333333332,0.25588135523208128,0,0,0.057619648354556886,51,725,True,No positive predictions; precision defined as zero
319,Logistic Regression,0.7743340094658554,0.1911545517596184,0.6470588235294118,0.20886075949367089,0.17349397838136305,51,725,False,none
319,Random Forest,0.71993238674780258,0.20168881633442604,0.13725490196078433,0.26923076923076922,0.068152319587628865,51,725,False,none
319,Gradient Boosting,0.73410412440838413,0.24703272589693548,0.41176470588235292,0.19811320754716982,0.11209272761065293,51,725,False,none
319,SVM,0.68638269100743743,0.15567578764495607,0,0,0.05921844604374437,51,725,True,No positive predictions; precision defined as zero
320,Logistic Regression,0.75505070993914802,0.2078359299835858,0.56862745098039214,0.1746987951807229,0.17995670612693013,51,725,False,none
320,Random Forest,0.75099391480730227,0.2017573454406128,0.11764705882352941,0.23999999999999999,0.065974613402061844,51,725,False,none
320,Gradient Boosting,0.69828262339418523,0.26524570217602139,0.37254901960784315,0.1743119266055046,0.11067527145982496,51,725,False,none
320,SVM,0.65546991210277206,0.16660658942428447,0,0,0.059805587156630015,51,725,True,No positive predictions; precision defined as zero
321,Logistic Regression,0.82204192021636247,0.29511636515935441,0.70588235294117652,0.20571428571428571,0.16925312349866067,51,725,False,none
321,Random Forest,0.82370520622041921,0.24828482153677708,0.13725490196078433,0.30434782608695654,0.059534922680412376,51,725,False,none
321,Gradient Boosting,0.77960784313725495,0.29399196637281766,0.37254901960784315,0.19587628865979381,0.10246617666777151,51,725,False,none
321,SVM,0.77235970250169028,0.22082791152424261,0,0,0.057225846891272782,51,725,True,No positive predictions; precision defined as zero
322,Logistic Regression,0.7953482082488168,0.2353460037950322,0.62745098039215685,0.1893491124260355,0.17137860388707571,51,725,False,none
322,Random Forest,0.72939824205544279,0.23648989282959698,0.13725490196078433,0.30434782608695654,0.066566881443298961,51,725,False,none
322,Gradient Boosting,0.72132521974306973,0.16261840549041545,0.35294117647058826,0.16822429906542055,0.11580958355165531,51,725,False,none
322,SVM,0.67986477349560515,0.16077690597016453,0,0,0.059110924647670322,51,725,True,No positive predictions; precision defined as zero
323,Logistic Regression,0.79897227856659903,0.21674518430598858,0.68627450980392157,0.21341463414634146,0.16857473630197245,51,725,False,none
323,Random Forest,0.78782961460446255,0.27701662862983573,0.17647058823529413,0.33333333333333331,0.062456829896907214,51,725,False,none
323,Gradient Boosting,0.77217038539553751,0.33601324627499707,0.49019607843137253,0.26041666666666669,0.10433902135288312,51,725,False,none
323,SVM,0.73249492900608515,0.19290847431398675,0,0,0.05787107405289782,51,725,True,No positive predictions; precision defined as zero
324,Logistic Regression,0.79710615280594999,0.2367042891740444,0.74509803921568629,0.21965317919075145,0.16995987852242883,51,725,False,none
324,Random Forest,0.7690331304935768,0.23920285030421684,0.15686274509803921,0.33333333333333331,0.063976417525773197,51,725,False,none
324,Gradient Boosting,0.77200811359026367,0.28268901573892252,0.41176470588235292,0.20588235294117646,0.10824213661794785,51,725,False,none
324,SVM,0.66747802569303583,0.18472915726230774,0,0,0.059056927827865223,51,725,True,No positive predictions; precision defined as zero
325,Logistic Regression,0.80137931034482757,0.24389103976666315,0.68627450980392157,0.20833333333333334,0.16946793828092543,51,725,False,none
325,Random Forest,0.81415821501014196,0.35862950505008639,0.19607843137254902,0.5,0.055871262886597939,51,725,False,none
325,Gradient Boosting,0.81433400946585532,0.41348113309443091,0.52941176470588236,0.25714285714285712,0.098090935559158002,51,725,False,none
325,SVM,0.74231237322515209,0.18216534543276069,0,0,0.058036589524182468,51,725,True,No positive predictions; precision defined as zero
326,Logistic Regression,0.78888438133874239,0.22608684998964529,0.66666666666666663,0.18681318681318682,0.1718254882607394,51,725,False,none
326,Random Forest,0.77380662609871531,0.24564738648947682,0.15686274509803921,0.32000000000000001,0.064680283505154632,51,725,False,none
326,Gradient Boosting,0.78492224475997308,0.28354938534950863,0.45098039215686275,0.21100917431192662,0.1084545677138696,51,725,False,none
326,SVM,0.72262339418526034,0.23705285181510127,0,0,0.057528132767891718,51,725,True,No positive predictions; precision defined as zero
327,Logistic Regression,0.82409736308316428,0.24071263835750162,0.74509803921568629,0.20000000000000001,0.17391131639902707,51,725,False,none
327,Random Forest,0.80412440838404331,0.29341882003736075,0.21568627450980393,0.29729729729729731,0.064534149484536077,51,725,False,none
327,Gradient Boosting,0.8219337390128465,0.3273426151346881,0.56862745098039214,0.23577235772357724,0.11197870552210247,51,725,False,none
327,SVM,0.74974983096686953,0.19800709447877421,0,0,0.057350133705578898,51,725,True,No positive predictions; precision defined as zero
328,Logistic Regression,0.79150777552400275,0.20650977355366765,0.6470588235294118,0.20754716981132076,0.16590470901058799,51,725,False,none
328,Random Forest,0.7045841784989858,0.19948129941151471,0.078431372549019607,0.22222222222222221,0.067442525773195885,51,725,False,none
328,Gradient Boosting,0.71127789046653145,0.18538669115980216,0.31372549019607843,0.16494845360824742,0.11006501587084576,51,725,False,none
328,SVM,0.67645706558485463,0.20478776937548945,0,0,0.058739793039002654,51,725,True,No positive predictions; precision defined as zero
329,Logistic Regression,0.79432048681541578,0.1961802371859547,0.6470588235294118,0.1875,0.17435545318692564,51,725,False,none
329,Random Forest,0.79258958755916153,0.27644894295782035,0.17647058823529413,0.26470588235294118,0.066376932989690718,51,725,False,none
329,Gradient Boosting,0.77317106152805959,0.26915445198176652,0.43137254901960786,0.19469026548672566,0.1146287931672199,51,725,False,none
329,SVM,0.70718052738336712,0.16805380137605555,0,0,0.05884855667958213,51,725,True,No positive predictions; precision defined as zero
330,Logistic Regression,0.77235970250169039,0.22165861103613244,0.62745098039215685,0.20512820512820512,0.16688391956565735,51,725,False,none
330,Random Forest,0.77674104124408383,0.28951200893325707,0.17647058823529413,0.375,0.059022809278350512,51,725,False,none
330,Gradient Boosting,0.70273157538877618,0.27519851586715366,0.49019607843137253,0.23148148148148148,0.10826334080113889,51,725,False,none
330,SVM,0.72797836375929681,0.28152046820656945,0,0,0.05634843880767354,51,725,True,No positive predictions; precision defined as zero
331,Logistic Regression,0.84278566599053417,0.29216014933499357,0.70588235294117652,0.21052631578947367,0.165005656276835,51,725,False,none
331,Random Forest,0.85775524002704517,0.3024891759016326,0.11764705882352941,0.25,0.058740721649484531,51,725,False,none
331,Gradient Boosting,0.79245436105476674,0.30883624671096571,0.50980392156862742,0.24074074074074073,0.10458705952305695,51,725,False,none
331,SVM,0.77852603110209595,0.25082104320056725,0,0,0.056730484973692319,51,725,True,No positive predictions; precision defined as zero
332,Logistic Regression,0.74834347532116285,0.18465079582596286,0.5490196078431373,0.16568047337278108,0.1817315860302767,51,725,False,none
332,Random Forest,0.73540229885057473,0.2571878322975174,0.17647058823529413,0.32142857142857145,0.067067654639175259,51,725,False,none
332,Gradient Boosting,0.67653820148749166,0.25551794246810766,0.35294117647058826,0.15517241379310345,0.12478578606602474,51,725,False,none
332,SVM,0.63037187288708596,0.13847658602766136,0,0,0.06026868100933222,51,725,True,No positive predictions; precision defined as zero
333,Logistic Regression,0.76465179175118314,0.18829142927604658,0.62745098039215685,0.18390804597701149,0.17912877933098278,51,725,False,none
333,Random Forest,0.71707910750507098,0.17873188398559475,0.098039215686274508,0.21739130434782608,0.068041494845360817,51,725,False,none
333,Gradient Boosting,0.71878296146044618,0.21070834375292799,0.31372549019607843,0.14953271028037382,0.11394178117144273,51,725,False,none
333,SVM,0.63732251521298178,0.14976012484107604,0,0,0.060116569284748816,51,725,True,No positive predictions; precision defined as zero
334,Logistic Regression,0.79734956051386074,0.27722654285393283,0.6470588235294118,0.22297297297297297,0.15422215623732979,51,725,False,none
334,Random Forest,0.72877620013522648,0.29414994871439282,0.21568627450980393,0.5,0.060799742268041232,51,725,False,none
334,Gradient Boosting,0.74025693035835027,0.29968490228732364,0.39215686274509803,0.23809523809523808,0.099138852919037138,51,725,False,none
334,SVM,0.67615956727518589,0.20757761539288658,0,0,0.058520349255515261,51,725,True,No positive predictions; precision defined as zero
335,Logistic Regression,0.76570655848546321,0.22402415759172897,0.60784313725490191,0.20529801324503311,0.1669403386360096,51,725,False,none
335,Random Forest,0.75076402974983092,0.18952406709782119,0.13725490196078433,0.22580645161290322,0.068540077319587625,51,725,False,none
335,Gradient Boosting,0.78004056795131849,0.24801230297219273,0.39215686274509803,0.19801980198019803,0.10773784541621488,51,725,False,none
335,SVM,0.64884381338742392,0.14232972615105102,0,0,0.059722822318868538,51,725,True,No positive predictions; precision defined as zero
336,Logistic Regression,0.80151453684922247,0.23513727267102721,0.68627450980392157,0.21341463414634146,0.16950655913390011,51,725,False,none
336,Random Forest,0.80035158891142655,0.30525160464407874,0.19607843137254902,0.40000000000000002,0.060541365979381444,51,725,False,none
336,Gradient Boosting,0.76851926977687612,0.30724439122688479,0.47058823529411764,0.24742268041237114,0.10240411013678365,51,725,False,none
336,SVM,0.7497227856659906,0.19567280627487341,0,0,0.057669108817855398,51,725,True,No positive predictions; precision defined as zero
337,Logistic Regression,0.80443542934415146,0.26766373283990763,0.68627450980392157,0.21875,0.16491318739842795,51,725,False,none
337,Random Forest,0.77088573360378632,0.24651679875343374,0.13725490196078433,0.26923076923076922,0.063326804123711333,51,725,False,none
337,Gradient Boosting,0.75954022988505743,0.22270878218002693,0.35294117647058826,0.18367346938775511,0.10937432490439157,51,725,False,none
337,SVM,0.71959432048681538,0.17641616454567752,0,0,0.058712162841576744,51,725,True,No positive predictions; precision defined as zero
338,Logistic Regression,0.74453008789722785,0.15762621266882015,0.58823529411764708,0.18072289156626506,0.1817761990056577,51,725,False,none
338,Random Forest,0.775632183908046,0.25577558451216548,0.19607843137254902,0.34482758620689657,0.065066365979381452,51,725,False,none
338,Gradient Boosting,0.74831643002028403,0.23585607890382743,0.41176470588235292,0.20000000000000001,0.10928783096755385,51,725,False,none
338,SVM,0.70385395537525353,0.15294199547365489,0,0,0.0590521007712125,51,725,True,No positive predictions; precision defined as zero
339,Logistic Regression,0.85541582150101414,0.28015495409228652,0.76470588235294112,0.23493975903614459,0.16131409932130616,51,725,False,none
339,Random Forest,0.82774847870182566,0.22710027543444361,0.058823529411764705,0.14999999999999999,0.061091752577319594,51,725,False,none
339,Gradient Boosting,0.81225152129817446,0.34707469339125735,0.39215686274509803,0.21505376344086022,0.10128790846027652,51,725,False,none
339,SVM,0.76776200135226513,0.20166084312208127,0,0,0.057997481882645217,51,725,True,No positive predictions; precision defined as zero
340,Logistic Regression,0.77920216362407024,0.23828324063636941,0.62745098039215685,0.18497109826589594,0.17556877875905191,51,725,False,none
340,Random Forest,0.76328600405679514,0.2203129780082867,0.15686274509803921,0.30769230769230771,0.066022036082474228,51,725,False,none
340,Gradient Boosting,0.75567275185936444,0.23533478770968488,0.35294117647058826,0.17142857142857143,0.1125134999432455,51,725,False,none
340,SVM,0.68646382691007446,0.13040426020578666,0,0,0.06013221625941842,51,725,True,No positive predictions; precision defined as zero
341,Logistic Regression,0.79183231913455032,0.18869588640536417,0.6470588235294118,0.20496894409937888,0.17054621547676485,51,725,False,none
341,Random Forest,0.79027721433400944,0.23406997368716836,0.098039215686274508,0.20833333333333334,0.063381958762886603,51,725,False,none
341,Gradient Boosting,0.7521027721433402,0.20367930473616108,0.31372549019607843,0.19277108433734941,0.10330049239404987,51,725,False,none
341,SVM,0.71196754563894527,0.16533554522285349,0,0,0.058853213761638504,51,725,True,No positive predictions; precision defined as zero
342,Logistic Regression,0.8116024340770791,0.25623568599197322,0.66666666666666663,0.19653179190751446,0.17164278142962394,51,725,False,none
342,Random Forest,0.78361054766734284,0.20071042894120122,0.078431372549019607,0.16666666666666666,0.065128221649484536,51,725,False,none
342,Gradient Boosting,0.7565922920892495,0.25832255343512039,0.37254901960784315,0.16814159292035399,0.11325019966301518,51,725,False,none
342,SVM,0.69987829614604458,0.19305919849613559,0,0,0.058564456365245883,51,725,True,No positive predictions; precision defined as zero
343,Logistic Regression,0.76235294117647057,0.16704637768008113,0.6470588235294118,0.19075144508670519,0.18211157924081928,51,725,False,none
343,Random Forest,0.71606490872210959,0.18793005060846091,0.11764705882352941,0.23999999999999999,0.070090206185567008,51,725,False,none
343,Gradient Boosting,0.70006761325219735,0.14804084457816444,0.31372549019607843,0.1391304347826087,0.12038384615116146,51,725,False,none
343,SVM,0.69211629479377956,0.16608861138652695,0,0,0.059278904514315833,51,725,True,No positive predictions; precision defined as zero
344,Logistic Regression,0.78228532792427319,0.25116994250981545,0.6470588235294118,0.18032786885245902,0.1780567919478179,51,725,False,none
344,Random Forest,0.76888438133874237,0.20928801317080442,0.13725490196078433,0.31818181818181818,0.064781314432989692,51,725,False,none
344,Gradient Boosting,0.77487491548343468,0.33096142038517262,0.50980392156862742,0.20000000000000001,0.11419772803331274,51,725,False,none
344,SVM,0.69812035158891139,0.13390996494359469,0,0,0.059827950928007287,51,725,True,No positive predictions; precision defined as zero
345,Logistic Regression,0.78558485463150773,0.19740112794548009,0.66666666666666663,0.19883040935672514,0.17439120412735237,51,725,False,none
345,Random Forest,0.76749154834347522,0.27303665859275955,0.15686274509803921,0.29629629629629628,0.063368298969072159,51,725,False,none
345,Gradient Boosting,0.74263691683569977,0.36761611353596024,0.47058823529411764,0.25,0.106490806470984,51,725,False,none
345,SVM,0.67434753211629483,0.18492798697380078,0,0,0.058296028412020084,51,725,True,No positive predictions; precision defined as zero
346,Logistic Regression,0.80457065584854626,0.26451325334098569,0.6470588235294118,0.20245398773006135,0.16314156846266414,51,725,False,none
346,Random Forest,0.78047329276538213,0.19566601728243918,0.098039215686274508,0.21739130434782608,0.065421262886597928,51,725,False,none
346,Gradient Boosting,0.78966869506423265,0.32525971205966481,0.43137254901960786,0.20952380952380953,0.10569681230295,51,725,False,none
346,SVM,0.67959432048681545,0.16629397066841173,0,0,0.058852519794693352,51,725,True,No positive predictions; precision defined as zero
347,Logistic Regression,0.77606490872210943,0.1767372844207582,0.62745098039215685,0.21052631578947367,0.16627749564521055,51,725,False,none
347,Random Forest,0.72764029749830961,0.17719545549045165,0.11764705882352941,0.25,0.068905798969072174,51,725,False,none
347,Gradient Boosting,0.74331304935767406,0.19138631400490436,0.35294117647058826,0.18556701030927836,0.11056351588504416,51,725,False,none
347,SVM,0.71775524002704538,0.19176086106865112,0,0,0.058599167490064587,51,725,True,No positive predictions; precision defined as zero
348,Logistic Regression,0.77587559161595676,0.19740310352613794,0.58823529411764708,0.18404907975460122,0.17231313545028668,51,725,False,none
348,Random Forest,0.79307640297498305,0.2249584164386452,0.15686274509803921,0.29629629629629628,0.064099484536082482,51,725,False,none
348,Gradient Boosting,0.78304259634888429,0.25958156798938925,0.47058823529411764,0.22429906542056074,0.11285616779298453,51,725,False,none
348,SVM,0.74517917511832321,0.18640130154109563,0,0,0.057915127488426685,51,725,True,No positive predictions; precision defined as zero
349,Logistic Regression,0.76005409060175788,0.20334009703110267,0.58823529411764708,0.18292682926829268,0.17161209524877427,51,725,False,none
349,Random Forest,0.72534144692359703,0.18977362574649143,0.11764705882352941,0.23076923076923078,0.068440979381443293,51,725,False,none
349,Gradient Boosting,0.72803245436105479,0.21591114653969273,0.37254901960784315,0.17757009345794392,0.11485377679696779,51,725,False,none
349,SVM,0.6732386747802569,0.13094142486320592,0,0,0.060215165565948657,51,725,True,No positive predictions; precision defined as zero
350,Logistic Regression,0.78947937795807976,0.2076726761165352,0.62745098039215685,0.20512820512820512,0.17521297314002873,51,725,False,none
350,Random Forest,0.79204868154158214,0.27071849979792861,0.17647058823529413,0.33333333333333331,0.062262242268041237,51,725,False,none
350,Gradient Boosting,0.76028397565922923,0.25005154564961085,0.35294117647058826,0.18556701030927836,0.11239971123034528,51,725,False,none
350,SVM,0.73430696416497643,0.2011878969269697,0,0,0.058474133371274939,51,725,True,No positive predictions; precision defined as zero
351,Logistic Regression,0.79713319810682903,0.2245188449815253,0.60784313725490191,0.19375000000000001,0.16152228576893818,51,725,False,none
351,Random Forest,0.78302907369844488,0.26969580482553684,0.13725490196078433,0.29166666666666669,0.063084407216494831,51,725,False,none
351,Gradient Boosting,0.77533468559837737,0.29322571836143446,0.41176470588235292,0.18421052631578946,0.10991507198721867,51,725,False,none
351,SVM,0.73841784989858017,0.24718488520485032,0,0,0.057449423297614481,51,725,True,No positive predictions; precision defined as zero
352,Logistic Regression,0.81595672751859372,0.2505192824530299,0.72549019607843135,0.20000000000000001,0.17658133305991611,51,725,False,none
352,Random Forest,0.79713319810682892,0.24756323083609444,0.15686274509803921,0.24242424242424243,0.066598453608247413,51,725,False,none
352,Gradient Boosting,0.7897768762677484,0.32032404793883507,0.47058823529411764,0.20338983050847459,0.11293778329683825,51,725,False,none
352,SVM,0.72922244759972954,0.21877263362187371,0,0,0.058171098474052267,51,725,True,No positive predictions; precision defined as zero
353,Logistic Regression,0.79472616632860038,0.2876153586499175,0.62745098039215685,0.21476510067114093,0.16272193069499633,51,725,False,none
353,Random Forest,0.78593644354293435,0.3461872630365404,0.21568627450980393,0.5,0.058455670103092779,51,725,False,none
353,Gradient Boosting,0.72907369844489534,0.3284972004847645,0.45098039215686275,0.24468085106382978,0.10627694879726766,51,725,False,none
353,SVM,0.72684246112238005,0.19320494289263856,0,0,0.058358646364896676,51,725,True,No positive predictions; precision defined as zero
354,Logistic Regression,0.72735632183908039,0.18994287012079555,0.58823529411764708,0.18518518518518517,0.18102407309329713,51,725,False,none
354,Random Forest,0.71340094658553077,0.25500639010904019,0.11764705882352941,0.27272727272727271,0.06500824742268041,51,725,False,none
354,Gradient Boosting,0.7026098715348208,0.18392974577472354,0.37254901960784315,0.17757009345794392,0.11319820270848428,51,725,False,none
354,SVM,0.66179851250845156,0.16606786730493234,0,0,0.058927462607839133,51,725,True,No positive predictions; precision defined as zero
355,Logistic Regression,0.77784989858012166,0.2160001991375578,0.68627450980392157,0.18134715025906736,0.18319617871316704,51,725,False,none
355,Random Forest,0.75421230561189989,0.28494076817341019,0.17647058823529413,0.25714285714285712,0.06633646907216495,51,725,False,none
355,Gradient Boosting,0.75634888438133874,0.35029252443447495,0.50980392156862742,0.21848739495798319,0.11436320147709383,51,725,False,none
355,SVM,0.70166328600405681,0.19926750888379607,0,0,0.059088754542905499,51,725,True,No positive predictions; precision defined as zero
356,Logistic Regression,0.70187964841108852,0.14777420219545007,0.49019607843137253,0.15337423312883436,0.18107660992933128,51,725,False,none
356,Random Forest,0.7234077079107506,0.21381206484700715,0.17647058823529413,0.31034482758620691,0.067556829896907214,51,725,False,none
356,Gradient Boosting,0.70336713995943212,0.24151773563299139,0.43137254901960786,0.20952380952380953,0.11476288870382212,51,725,False,none
356,SVM,0.63415821501014191,0.15843617875592569,0,0,0.059476192444489616,51,725,True,No positive predictions; precision defined as zero
357,Logistic Regression,0.78017579445571328,0.2172008971895365,0.58823529411764708,0.19736842105263158,0.16518829260885737,51,725,False,none
357,Random Forest,0.74397565922920894,0.25159632128218684,0.15686274509803921,0.2857142857142857,0.065913273195876282,51,725,False,none
357,Gradient Boosting,0.7285192697768762,0.28774476223140011,0.37254901960784315,0.19791666666666666,0.10825894824362663,51,725,False,none
357,SVM,0.67467207572684251,0.1577085928504941,0,0,0.0594740113858305,51,725,True,No positive predictions; precision defined as zero
358,Logistic Regression,0.80132521974306958,0.23546794054482811,0.68627450980392157,0.19125683060109289,0.17515885171482015,51,725,False,none
358,Random Forest,0.78227180527383355,0.29975202427812064,0.15686274509803921,0.40000000000000002,0.060003221649484538,51,725,False,none
358,Gradient Boosting,0.78258282623394193,0.39779784128649226,0.52941176470588236,0.24770642201834864,0.10458152067504642,51,725,False,none
358,SVM,0.73246788370520632,0.24042716092916785,0,0,0.056867237066856036,51,725,True,No positive predictions; precision defined as zero
359,Logistic Regression,0.75899932386747804,0.22768677926265385,0.58823529411764708,0.19736842105263158,0.1652532767555058,51,725,False,none
359,Random Forest,0.76179851250845165,0.28080379135181277,0.13725490196078433,0.34999999999999998,0.06100734536082475,51,725,False,none
359,Gradient Boosting,0.76001352265043953,0.41237624227680558,0.50980392156862742,0.26530612244897961,0.10364920799184549,51,725,False,none
359,SVM,0.71085868830290733,0.20163664521626562,0,0,0.057995837036798434,51,725,True,No positive predictions; precision defined as zero
360,Logistic Regression,0.76235294117647046,0.20960129895575111,0.5490196078431373,0.16867469879518071,0.17456165701236226,51,725,False,none
360,Random Forest,0.72692359702501697,0.15605369302083971,0.058823529411764705,0.14999999999999999,0.068885824742268051,51,725,False,none
360,Gradient Boosting,0.73269776876267745,0.19878703226542177,0.29411764705882354,0.14999999999999999,0.11288156597064365,51,725,False,none
360,SVM,0.65219743069641645,0.13294172543020313,0,0,0.060429118568359357,51,725,True,No positive predictions; precision defined as zero
361,Logistic Regression,0.77146720757268428,0.19822676591089797,0.62745098039215685,0.1797752808988764,0.17754813387095952,51,725,False,none
361,Random Forest,0.74661257606490872,0.22476039190661362,0.21568627450980393,0.3235294117647059,0.067674613402061851,51,725,False,none
361,Gradient Boosting,0.74945233265720079,0.29582222357032478,0.39215686274509803,0.18181818181818182,0.11434529415761534,51,725,False,none
361,SVM,0.70466531440162272,0.12869081248695757,0,0,0.060202641062423963,51,725,True,No positive predictions; precision defined as zero
362,Logistic Regression,0.81736308316430017,0.20324815325811799,0.6470588235294118,0.19526627218934911,0.16840198254735325,51,725,False,none
362,Random Forest,0.79354969574036516,0.26478673770601124,0.15686274509803921,0.27586206896551724,0.063373324742268047,51,725,False,none
362,Gradient Boosting,0.78723461798512506,0.26836119712341394,0.43137254901960786,0.21153846153846154,0.10579034804146219,51,725,False,none
362,SVM,0.73887762001352264,0.18191664781466349,0,0,0.058376372439312922,51,725,True,No positive predictions; precision defined as zero
363,Logistic Regression,0.78820824881676799,0.20378325545493112,0.6470588235294118,0.19298245614035087,0.17146173850861424,51,725,False,none
363,Random Forest,0.82992562542258286,0.31629640400444237,0.19607843137254902,0.2857142857142857,0.062136984536082476,51,725,False,none
363,Gradient Boosting,0.75794455713319808,0.26986470899957699,0.43137254901960786,0.20183486238532111,0.11216702516952998,51,725,False,none
363,SVM,0.73238674780256929,0.19779976376305869,0,0,0.057413387527230936,51,725,True,No positive predictions; precision defined as zero
364,Logistic Regression,0.77308992562542267,0.20330678802250893,0.6470588235294118,0.20000000000000001,0.17205898373495829,51,725,False,none
364,Random Forest,0.7696416497633537,0.24809855339955106,0.13725490196078433,0.30434782608695654,0.063074999999999992,51,725,False,none
364,Gradient Boosting,0.76170385395537532,0.26710831306017124,0.43137254901960786,0.21782178217821782,0.11099437912349665,51,725,False,none
364,SVM,0.73273833671399602,0.25550128550934814,0,0,0.05722060468405487,51,725,True,No positive predictions; precision defined as zero
365,Logistic Regression,0.82420554428668025,0.29253803467685696,0.76470588235294112,0.20526315789473684,0.17245836966855929,51,725,False,none
365,Random Forest,0.78681541582150094,0.29084019473845701,0.17647058823529413,0.34615384615384615,0.062359536082474236,51,725,False,none
365,Gradient Boosting,0.74828938471940498,0.25768145397312503,0.43137254901960786,0.20370370370370369,0.1119823685946922,51,725,False,none
365,SVM,0.71399594320486814,0.21064776353409309,0,0,0.058353774925950716,51,725,True,No positive predictions; precision defined as zero
366,Logistic Regression,0.82014874915483438,0.25069811017918026,0.70588235294117652,0.20809248554913296,0.1716285665488935,51,725,False,none
366,Random Forest,0.79899932386747796,0.31052538986896622,0.19607843137254902,0.41666666666666669,0.059754510309278357,51,725,False,none
366,Gradient Boosting,0.78185260311020977,0.24411263288205937,0.41176470588235292,0.20792079207920791,0.10622296839044036,51,725,False,none
366,SVM,0.72194726166328593,0.22165460477827861,0,0,0.057989148166726782,51,725,True,No positive predictions; precision defined as zero
367,Logistic Regression,0.75542934415145369,0.22785309301298584,0.5490196078431373,0.16470588235294117,0.17727347874595198,51,725,False,none
367,Random Forest,0.79334685598377286,0.33877624347198732,0.19607843137254902,0.34482758620689657,0.059196520618556701,51,725,False,none
367,Gradient Boosting,0.72649087221095332,0.35879120271409842,0.43137254901960786,0.20754716981132076,0.11033374066597249,51,725,False,none
367,SVM,0.67937795807978363,0.15499287619907445,0,0,0.058999426772891196,51,725,True,No positive predictions; precision defined as zero
368,Logistic Regression,0.75461798512508449,0.20809267749011598,0.5490196078431373,0.17948717948717949,0.16690119211028662,51,725,False,none
368,Random Forest,0.75359026369168358,0.30086717949460051,0.17647058823529413,0.35999999999999999,0.062778092783505143,51,725,False,none
368,Gradient Boosting,0.71839080459770122,0.29223329321467179,0.41176470588235292,0.21649484536082475,0.10996739505127612,51,725,False,none
368,SVM,0.65241379310344827,0.20189315639223865,0,0,0.058592275358824525,51,725,True,No positive predictions; precision defined as zero
369,Logistic Regression,0.76059499661933749,0.20843342496191164,0.60784313725490191,0.19018404907975461,0.17440314269285692,51,725,False,none
369,Random Forest,0.75405003380662605,0.20697882499087461,0.11764705882352941,0.1875,0.068552061855670102,51,725,False,none
369,Gradient Boosting,0.75064232589587554,0.21427145859766783,0.39215686274509803,0.1941747572815534,0.11041614755376492,51,725,False,none
369,SVM,0.6651521298174442,0.13764572690424653,0,0,0.060169994743332428,51,725,True,No positive predictions; precision defined as zero
370,Logistic Regression,0.760946585530764,0.20009285247071651,0.62745098039215685,0.17582417582417584,0.18248598248261383,51,725,False,none
370,Random Forest,0.72755916159567269,0.18935478489030866,0.11764705882352941,0.21428571428571427,0.071361726804123699,51,725,False,none
370,Gradient Boosting,0.74555780933062876,0.19341954663373762,0.37254901960784315,0.16964285714285715,0.11853620942169836,51,725,False,none
370,SVM,0.65628127112914125,0.19038726323807462,0,0,0.059643828867552456,51,725,True,No positive predictions; precision defined as zero
371,Logistic Regression,0.80083840432724807,0.24001187904269694,0.66666666666666663,0.22077922077922077,0.16509367239799227,51,725,False,none
371,Random Forest,0.78248816768086538,0.31283533563145249,0.23529411764705882,0.36363636363636365,0.061246391752577331,51,725,False,none
371,Gradient Boosting,0.78202839756592279,0.30640802425768221,0.45098039215686275,0.23469387755102042,0.10377037109053582,51,725,False,none
371,SVM,0.7374171737660582,0.24293671852641052,0,0,0.057103363317339728,51,725,True,No positive predictions; precision defined as zero
372,Logistic Regression,0.77779580797836378,0.18237976260489647,0.66666666666666663,0.19209039548022599,0.18379626787974013,51,725,False,none
372,Random Forest,0.74033806626098708,0.22613809053755468,0.13725490196078433,0.21212121212121213,0.069957989690721645,51,725,False,none
